"Step","mainseed41 - train/sampled_mean_reward","mainseed41 - train/sampled_mean_reward__MIN","mainseed41 - train/sampled_mean_reward__MAX"
"0","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"1","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"2","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"3","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"4","1.037238475885337","1.037238475885337","1.037238475885337"
"5","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"6","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"7","0.0953427744249289","0.0953427744249289","0.0953427744249289"
"8","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"9","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"10","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"11","0.11605346803116116","0.11605346803116116","0.11605346803116116"
"12","0.07983536773617562","0.07983536773617562","0.07983536773617562"
"13","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"14","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"15","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"16","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"17","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"18","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"19","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"20","0.3751999488492897","0.3751999488492897","0.3751999488492897"
"21","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"22","0.28389996163696707","0.28389996163696707","0.28389996163696707"
"23","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"24","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"25","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"26","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"27","0.16454765071268637","0.16454765071268637","0.16454765071268637"
"28","0.0916939728511046","0.0916939728511046","0.0916939728511046"
"29","0.05466936864612271","0.05466936864612271","0.05466936864612271"
"30","1.1055998465478687","1.1055998465478687","1.1055998465478687"
"31","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"32","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"33","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"34","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"35","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"36","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"37","0.08581832914031401","0.08581832914031401","0.08581832914031401"
"38","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"39","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"40","0.08031829735624062","0.08031829735624062","0.08031829735624062"
"41","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"42","0.10740930757071922","0.10740930757071922","0.10740930757071922"
"43","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"44","0.28389996163696724","0.28389996163696724","0.28389996163696724"
"45","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"46","1.1055998465478691","1.1055998465478691","1.1055998465478691"
"47","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"48","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"49","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"50","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"51","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"52","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"53","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"54","0.09000209797098908","0.09000209797098908","0.09000209797098908"
"55","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"56","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"57","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"58","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"59","0.5799599461436576","0.5799599461436576","0.5799599461436576"
"60","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"61","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"62","0.2838999616369671","0.2838999616369671","0.2838999616369671"
"63","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"64","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"65","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"66","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"67","0.18594249461401055","0.18594249461401055","0.18594249461401055"
"68","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"69","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"70","0.04538638817154028","0.04538638817154028","0.04538638817154028"
"71","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"72","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"73","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"74","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"75","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"76","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"77","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"78","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"79","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"80","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"81","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"82","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"83","0.11044611855373998","0.11044611855373998","0.11044611855373998"
"84","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"85","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"86","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"87","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"88","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"89","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"90","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"91","0.10900565825926735","0.10900565825926735","0.10900565825926735"
"92","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"93","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"94","0.14213328872455824","0.14213328872455824","0.14213328872455824"
"95","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"96","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"97","0.04747908319182187","0.04747908319182187","0.04747908319182187"
"98","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"99","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"100","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"101","0.1429823056356838","0.1429823056356838","0.1429823056356838"
"102","0.28389996163696724","0.28389996163696724","0.28389996163696724"
"103","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"104","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"105","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"106","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"107","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"108","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"109","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"110","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"111","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"112","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"113","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"114","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"115","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"116","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"117","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"118","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"119","0.5950062339027258","0.5950062339027258","0.5950062339027258"
"120","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"121","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"122","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"123","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"124","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"125","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"126","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"127","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"128","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"129","0.2580399357547761","0.2580399357547761","0.2580399357547761"
"130","1.105599846547869","1.105599846547869","1.105599846547869"
"131","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"132","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"133","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"134","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"135","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"136","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"137","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"138","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"139","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"140","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"141","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"142","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"143","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"144","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"145","0.5577999232739344","0.5577999232739344","0.5577999232739344"
"146","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"147","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"148","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"149","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"150","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"151","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"152","0.8316998849109019","0.8316998849109019","0.8316998849109019"
"153","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"154","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"155","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"156","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"157","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"158","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"159","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"160","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"161","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"162","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"163","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"164","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"165","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"166","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"167","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"168","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"169","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"170","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"171","0.20241246413062652","0.20241246413062652","0.20241246413062652"
"172","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"173","0.010000000000000004","0.010000000000000004","0.010000000000000004"
"174","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"175","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"176","1.105599846547869","1.105599846547869","1.105599846547869"
"177","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"178","0.5577999232739344","0.5577999232739344","0.5577999232739344"
"179","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"180","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"181","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"182","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"183","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"184","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"185","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"186","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"187","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"188","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"189","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"190","0.8316998849109017","0.8316998849109017","0.8316998849109017"
"191","0.5577999232739345","0.5577999232739345","0.5577999232739345"
"192","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"193","0.8316998849109015","0.8316998849109015","0.8316998849109015"
"194","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"195","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"196","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"197","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"198","0.010000000000000005","0.010000000000000005","0.010000000000000005"
"199","0.010000000000000005","0.010000000000000005","0.010000000000000005"